"title","category","duration","channel","description","intensity","props","url"
"Pozycja Lotosu - Joga na Otwarcie Bioder","Biodra, Relaks, Hatha, Początkujący","30","Małgorzata Mostowska","To joga na otwieranie bioder, która jest odpowiednia zarówno dla początkujących jak i zaawansowanych, pomagająca rozluźnić biodra.","2","Brak","https://www.youtube.com/watch?v=VXo5qs6dsEc"
"Joga na Biust - Otwieranie Klatki Piersiowej","Klatka piersiowa, Rozciąganie, Siła, Początkujący","21","Małgorzata Mostowska","Skupimy się na wzmacniających i rozciągających ćwiczeniach, aby uelastycznić i ujędrnić klatkę piersiową.","2","Brak","https://www.youtube.com/watch?v=wlUL_CVhDU8"
"Rozciągająca Joga w Stylu Yin  - Otwarte Biodra","Biodra, Relaks, Yin, Początkujący","26","Małgorzata Mostowska","Rozciągająca yin joga koncentruje się na otwieraniu bioder i rozciąganiu dolnych partii ciała.","2","Brak","https://www.youtube.com/watch?v=KSJp0AC1nHw"
"Łagodna Joga dla Powracających na Matę!","Łagodna, Początkujący, Ciało, Relaks","21","Małgorzata Mostowska","Praktyka jogi, która pozwala na spokojny powrót na matę po dłuższej przerwie lub po chorobie.","2","Brak","https://www.youtube.com/watch?v=UWgcMhshzi8"
"Wieczorna Joga na Dobry Sen - w Łóżku 🌙","Relaks, Sen, Początkujący, Łagodna","19","Małgorzata Mostowska","Relaksacyjna joga na dobranoc, która pomoże w wyciszeniu i przygotowaniu do snu.","1","Brak","https://www.youtube.com/watch?v=JP3lrCjb4Ao"
"Poranna Joga na Dzień Dobry - w Łóżku ☀️","Poranek, Początkujący, Aktywność, Relaks","13","Małgorzata Mostowska","Poranna joga, która radośnie i aktywnie rozpoczyna dzień, wykonywana w łóżku.","2","Brak","https://www.youtube.com/watch?v=F6qrlQJE5Pg"
"Relaksacja na Sen i na Stres","Relaks, Sen, Odprężenie, Początkujący","15","Małgorzata Mostowska","Relaksacyjna sesja prowadzonej medytacji na sen i stres, z muzyką i technikami wyciszenia.","1","Brak","https://www.youtube.com/watch?v=JFHSz62mnv0"
"Joga Twarzy - Masaż Relaksacyjny","Masaż, Relaks, Twarz, Początkujący","25","Małgorzata Mostowska","Autorska praktyka łącząca ćwiczenia jogi twarzy z masażem dla poprawy wyglądu i relaksu.","2","Brak","https://www.youtube.com/watch?v=XdBjMCJA4EY"
"3 Uspokajające Ćwiczenia Oddechowe - Praktyka Oddechu","Relaks, Oddech, Uspokojenie","18","Małgorzata Mostowska","Praktyka oddechowa obejmująca trzy techniki, które pomagają w relaksacji i wyciszeniu.","2","Brak","https://www.youtube.com/watch?v=21fpjXFH-i4"
"Praktyka Jogi - Jak Oddychać?","Oddech, Praktyka, Wygoda","5","Małgorzata Mostowska","Film odpowiada na pytania dotyczące oddechu w jodze oraz proponuje trzy techniki oddechowe do praktyki.","2","Brak","https://www.youtube.com/watch?v=usAzHuFgwnM"
"Joga dla Kobiet 💜 Sensualna","Relaks, Kobiecość, Wzmacnianie","5","Małgorzata Mostowska","Krótka praktyka jogi, która ma na celu poprawę samopoczucia i powiązanie z własną kobiecością.","2","Brak","https://www.youtube.com/watch?v=08TR8hAqDR0"
"Spokojna Joga Dla Stóp 👣","Relaks, Stopy, Rozciąganie","20","Małgorzata Mostowska","Praktyka jogi skupiająca się na wzmacnianiu i rozciąganiu stóp, idealna dla początkujących i zaawansowanych.","3","Brak","https://www.youtube.com/watch?v=_7pqvHr9OJQ"
"Joga Miłości 💖 Poczuj się Dobrze we Własnym Ciele","Relaks, Wzmacnianie, Słuchanie ciała","21","Małgorzata Mostowska","Relaksacyjna i wzmacniająca praktyka jogi, skupiająca się na słuchaniu sygnałów płynących z ciała.","3","Brak","https://www.youtube.com/watch?v=Klr-oQzhyPs"
"Joga w Ciąży ♥ Sesja Rozluźniająco-Rozciągająca","Rozluźnienie, Ciąża, Rozciąganie, Relaks","23","Małgorzata Mostowska","Sesja rozluźniająco-rozciągająca dla kobiet w ciąży, mająca na celu rozciągnięcie i relaksację ciała.","2","Brak","https://www.youtube.com/watch?v=RUIsLSOXYn0"
"Joga w Ciąży ♥ Sesja Wzmacniająca","Wzmacnianie, Ciąża, Ramiona, Nogi","20","Małgorzata Mostowska","Sesja wzmacniająca, koncentrująca się na dolnej części ciała oraz ramionach, przeznaczona dla kobiet w ciąży.","3","Brak","https://www.youtube.com/watch?v=JEMc3xO8e2I"
"Joga Menstruacyjna - Relaksacja dla Kobiet na Wyjątkowe Dni ♥","Relaks, Menstruacja, Ciąża, Łagodność","26","Małgorzata Mostowska","Łagodna praktyka jogi menstruacyjnej, która ukoi napięcia w ciele i uspokoi umysł podczas miesiączki.","1","Brak","https://www.youtube.com/watch?v=O-5PXuVlt0Y"
"Joga Mięśni Dna Miednicy - Ćwiczenia Mięśni Kegla","Kegel, Ciąża, Wzmacnianie, Relaks","25","Małgorzata Mostowska","Praktyka jogi mięśni dna miednicy, koncentrująca się na wzmacnianiu i rozluźnianiu mięśni Kegla.","2","Brak","https://www.youtube.com/watch?v=i6kGZzVBGl0"
"Joga na Stres, Depresję i... Poprawę Nastroju! ♥","Relaks, Stres, Poprawa nastroju, Ciało","20","Małgorzata Mostowska","Praktyka jogi na stres i depresję, koncentrująca się na poprawie samopoczucia poprzez ruch.","2","Brak","https://www.youtube.com/watch?v=WQw7TkR2Y58"
"Joga na Kręgosłup Lędźwiowy - Ulga przy Rwie Kulszowej","Kręgosłup, Ulga, Rwa kulszowa, Rozciąganie","22","Małgorzata Mostowska","Sesja jogi na kręgosłup lędźwiowy, mająca na celu ulgę w bólu oraz poprawę elastyczności.","2","Brak","https://www.youtube.com/watch?v=xNu9qJfStN0"
"Poranna Joga na Dobry Dzień ♥ Joga z Gosią we Włoszech","Poranek, Relaks, Hatha, Dla początkujących","13","Małgorzata Mostowska","Poranna sekwencja jogi, która jest odpowiednia zarówno dla początkujących, jak i bardziej zaawansowanych.","2","Brak","https://www.youtube.com/watch?v=1ApS89A4uX0"
"Joga na Mocne Nogi i Otwarte Biodra","Biodra, Nogi, Wzmocnienie, Rozciąganie","15","Małgorzata Mostowska","Praktyka jogi skoncentrowana na wzmacnianiu i rozciąganiu nóg oraz otwieraniu bioder.","3","Brak","https://www.youtube.com/watch?v=kDxx6FIrqzQ"
"Joga na Ból Głowy - Zwalcz Migrenę i Poczuj się Lepiej!","Relaks, Ból głowy, Uspokojenie, Medytacja","16","Małgorzata Mostowska","Łagodna praktyka jogi mająca na celu złagodzenie bólu głowy i migreny.","2","Brak","https://www.youtube.com/watch?v=_iZQIMTi1Co"
"Przerwa na Jogę - Rozruszaj Ciało z Ekspres Jogą!","Relaks, Kręgosłup, Ekspres, Rozgrzewka","8","Małgorzata Mostowska","Krótka praktyka jogi idealna do rozruszania ciała w ciągu dnia.","2","Brak","https://www.youtube.com/watch?v=dBkZGERF2yM"
"Poranna Joga dla Kobiet w Ciąży ♥","Poranek, Ciąża, Wzmocnienie, Relaks","15","Małgorzata Mostowska","Poranna joga dedykowana kobietom w ciąży, skoncentrowana na wzmacnianiu i rozciąganiu ciała.","2","Brak","https://www.youtube.com/watch?v=qMNUMYtyB6Q"
"Poranna Joga dla Początkujących w Domu ☀️","Poranek, Początkujący, Hatha, Relaks","17","Małgorzata Mostowska","Praktyka jogi dla początkujących, która wprowadza w dobry nastrój na początek dnia.","2","Brak","https://www.youtube.com/watch?v=xXVca9K_ed8"
"Rozciąganie Nóg ♥ Joga na Smukłe i Długie Nogi","Nogi, Stretching, Dom, Wzmacnianie","18","Małgorzata Mostowska","Sesja jogi skoncentrowana na intensywnym rozciąganiu i wzmacnianiu nóg.","3","Brak","https://www.youtube.com/watch?v=JuFeiGWzIaM"
"Odprężająca Joga na Wzmocnienie Odporności","Odporność, Relaks, Hatha, Zdrowie","26","Małgorzata Mostowska","Sekwencja jogi mająca na celu wzmocnienie odporności organizmu.","2","Brak","https://www.youtube.com/watch?v=1v-Yd2CLEVA"
"Wieczorna Joga na Dobry Sen 🌙","Relaks, Sen, Hatha, Wieczór","22","Małgorzata Mostowska","Łagodna praktyka jogi, która pomaga się zrelaksować przed snem.","2","Brak","https://www.youtube.com/watch?v=I6_sk_32E-A"
"Joga Hormonalna na Tarczycę - Spokojna Joga w Domu","Hormonalna, Relaks, Hatha, Dom","30","Małgorzata Mostowska","Spokojna praktyka jogi, skoncentrowana na problemach z tarczycą.","2","Brak","https://www.youtube.com/watch?v=uHGOFvicyG0"
"Vinyasa Power Joga - Joga Wyszczuplająca","Vinyasa, Siła, Wyszczuplenie","20","Małgorzata Mostowska","Vinyasa Power Joga to 20-minutowa sekwencja, która przyspiesza akcję serca, podkręca metabolizm, wzmacnia i wysmukla całe ciało.","4","Brak","https://www.youtube.com/watch?v=gEl_cvYDHnc"
"Joga dla Początkujących w Domu - Lekcja 5","Hatha, Początkujący, Relaks","40","Małgorzata Mostowska","Lekcja 5 dla początkujących to 40-minutowa łagodna Vinyasa, idealna do rozpoczęcia przygody z jogą.","2","Brak","https://www.youtube.com/watch?v=0o-j29AssDU"
"Joga na Okrągłe Plecy - Piękna Postawa Ciała w 20 minut","Kręgosłup, Początkujący, Wzmacnianie","23","Małgorzata Mostowska","Joga na okrągłe plecy to 23-minutowa praktyka skupiająca się na wzmocnieniu i uelastycznieniu pleców.","3","Brak","https://www.youtube.com/watch?v=uxIITvYAP6M"
"Mocne Ciało i Spokojny Umysł w 15 minut ♥ Joga z Gosią na Malediwach","Relaks, Poranek, Wyciszenie","15","Małgorzata Mostowska","15-minutowa sekwencja jogi, która pozwala zrestartować się w ciągu dnia, poprawiając równowagę i wyciszając umysł.","2","Brak","https://www.youtube.com/watch?v=eEjsrnSCMnA"
"Rozluźniająca Yin Joga - Rozciągnij Ciało i Wycisz Umysł","Yin, Rozciąganie, Wyciszenie","35","Małgorzata Mostowska","Rozluźniająca yin joga to 35-minutowa praktyka rozciągania i wyciszenia, idealna na wieczór.","1","Brak","https://www.youtube.com/watch?v=06HJoPL03uM"
"Poranna Joga na Dobry Dzień ♥ Joga z Gosią na Malediwach","Poranek, Początkujący, Relaks","10","Małgorzata Mostowska","10-minutowa poranna joga na dobry dzień, odpowiednia dla początkujących oraz bardziej zaawansowanych.","2","Brak","https://www.youtube.com/watch?v=bkeH44WFp1I"
"Power Joga na Równowagę ♥ 30-minutowy Trening Całego Ciała","Wymagająca, Równowaga, Ciało, Wzmocnienie","30","Małgorzata Mostowska","Power joga na równowagę ciała i umysłu, obejmująca powitania słońca oraz wymagające pozycje, które wzmocnią i wysmuklą ciało.","4","Brak","https://www.youtube.com/watch?v=30iXzf5ZtXI"
"Relaksacyjna Joga na Zmęczenie","Relaks, Zmęczenie, Spokojna praktyka, Wieczorna joga","29","Małgorzata Mostowska","Relaksacyjna joga w spokojnym tempie, która dedykowana jest każdemu, kto chce zrelaksować się po ciężkim dniu.","2","Brak","https://www.youtube.com/watch?v=znegoTrhZMM"
"Jak Stanąć na Głowie - Joga Wzmacniająca","Wzmocnienie, Równowaga, Dynamiczna, Średniozaawansowana","34","Małgorzata Mostowska","Joga wzmacniająca, która przygotowuje ciało do stania na głowie z dużym naciskiem na równowagę i koncentrację.","4","Brak","https://www.youtube.com/watch?v=m3YVwaEpubA"
"Pozycja Kruka - Joga Wzmacniająca dla Średniozaawansowanych","Wzmocnienie, Bakasana, Dynamiczna, Średniozaawansowana","30","Małgorzata Mostowska","Praktyka jogi wzmacniającej z przygotowaniem do pozycji Kruka, skupiająca się na ramionach, brzuchu i nogach.","4","Brak","https://www.youtube.com/watch?v=lOndWCdXL_s"
"Joga dla Początkujących w Domu - Lekcja 4 ♥ 60 minut!","Początkujący, Vinyasa, Praktyka w domu, Łagodna","60","Małgorzata Mostowska","Lekcja jogi dla początkujących skupiona na łagodnej Vinyasie, idealna dla osób początkujących.","2","Brak","https://www.youtube.com/watch?v=kw9WUb0iEro"
"Joga na Mocne Plecy ♥ 10-minutowy Trening Pleców","Plecy, Intensywna, Kręgosłup, Trening","11","Małgorzata Mostowska","Krótki, intensywny trening jogi skoncentrowany na wzmocnieniu pleców i poprawie ich kondycji.","3","Brak","https://www.youtube.com/watch?v=hQ8r2RPVR3o"
"Joga na Smukłe Uda ♥ 10-minutowy Trening Nóg","Nogi, Siła, Intensywna, Wyszczuplająca","10","Małgorzata Mostowska","Ćwiczenia na smukłe uda to intensywna praktyka jogi, skoncentrowana na dolnych partiach ciała.","4","Brak","https://www.youtube.com/watch?v=iGukEdehLnE"
"Joga na Brzuch i Boczki  ♥ 10-minutowy Trening Brzucha","Brzuch, Boczki, Siła, Wyszczuplająca","10","Małgorzata Mostowska","Trening jogi koncentrujący się na brzuchu i boczkach, mający na celu wyszczuplenie tych partii.","4","Brak","https://www.youtube.com/watch?v=fKFgcJuzzRc"
"Joga na Jędrne Pośladki ♥ 15-minutowy Trening Pośladków","Pośladki, Siła, Intensywna, Wyszczuplająca","16","Małgorzata Mostowska","Trening jogi na jędrne pośladki, intensywna praktyka, która kładzie nacisk na dolne partie ciała.","4","Brak","https://www.youtube.com/watch?v=B4dwX3UusQY"
"Joga na Smukłe i Silne Ramiona ♥ 10-minutowy Trening Ramion","Ramiona, Siła, Intensywna, Ujędrniająca","10","Małgorzata Mostowska","Dynamiczny trening jogi na smukłe i silne ramiona, skoncentrowany na wzmocnieniu górnych partii ciała.","4","Brak","https://www.youtube.com/watch?v=VJ874B6Lsww"
"Intensywne Rozciąganie po Bieganiu - Joga dla Biegaczy","Rozciąganie, Relaks, Biegacze, Łagodna","46","Małgorzata Mostowska","Rozciąganie po bieganiu to relaksująca i łagodna praktyka jogi, przeznaczona dla wszystkich poziomów zaawansowania.","2","Brak","https://www.youtube.com/watch?v=DTBN6-8VdlU"
"Jak Zrobić Szpagat Męski - Ćwiczenia Rozciągające","Rozciąganie, Zaawansowana, Szpagat, Mobilność","17","Małgorzata Mostowska","Ćwiczenia rozciągające do osiągnięcia męskiego szpagatu, przeznaczone dla zaawansowanych.","3","Brak","https://www.youtube.com/watch?v=FUgT_-bDWmk"
"Joga na Stres - Spokój i Relaks","Relaks, Stres, Yin, Medytacja","25","Małgorzata Mostowska","Relaksacyjna praktyka jogi mająca na celu wyciszenie umysłu i rozluźnienie ciała.","2","Brak","https://www.youtube.com/watch?v=q03w1haHWfw"
"Joga Dla Początkujących w Domu - Lekcja 3","Wzmacnianie, Rozciąganie, Vinyasa, Początkujący","46","Małgorzata Mostowska","Sesja jogi dla początkujących obejmująca wzmacnianie i rozciąganie całego ciała. Idealna praktyka do poznania podstaw jogi.","2","Brak","https://www.youtube.com/watch?v=D6VPlSx_hOE"
"Joga w Domu - Równowaga Ciała i Umysłu","Równowaga, Flow, Koncentracja, Wzmacnianie","23","Małgorzata Mostowska","Dynamiczna sesja jogi, skupiająca się na równowadze i pracy z oddechem poprzez powitanie słońca w stylu flow.","3","Brak","https://www.youtube.com/watch?v=61IhKos8478"
"Na Ratunek Plecom -  Joga na Kręgosłup Piersiowy","Kręgosłup, Relaks, Joga dla początkujących, Zdrowie","20","Małgorzata Mostowska","Sesja jogi skoncentrowana na kręgosłupie, mająca na celu wzmocnienie i uelastycznienie pleców.","2","Brak","https://www.youtube.com/watch?v=rLE_y_RJFio"
"Joga Hormonalna - Joga dla Kobiet","Relaks, Hormony, Joga dla kobiet, Uspokojenie","42","Małgorzata Mostowska","Łagodna i relaksacyjna praktyka jogi hormonalnej, istotna w kontekście zaburzeń hormonalnych.","2","Brak","https://www.youtube.com/watch?v=XLeWa63aA3s"
"Joga dla Początkujących w Domu - Lekcja 2","Powitanie słońca, Początkujący, Vinyasa, Spokojna praktyka","32","Małgorzata Mostowska","Lekcja jogi skoncentrowana na nauce powitan słońca, idealna dla początkujących.","2","Brak","https://www.youtube.com/watch?v=nZ3Lmi5E_bE"
"Gdy Dużo Siedzisz - Joga na Biodra","Biodra, Otwarcie, Rozluźnienie, Dla wszystkich","25","Małgorzata Mostowska","Sesja jogi na otwarcie bioder, przeznaczona dla osób pracujących w siedzącym trybie życia.","2","Brak","https://www.youtube.com/watch?v=2bAZltfucvU"
"Powitanie Słońca - Energetyczna Joga na Dobry Poranek","Energetyzująca, Powitanie słońca, Poranna joga, Vinyasa","12","Małgorzata Mostowska","Energetyczna praktyka powitania słońca na dobry poranek, rozgrzewająca ciało w stylu Vinyasa.","3","Brak","https://www.youtube.com/watch?v=MPI5cWNQ8HA"
"Joga dla Początkujących w Domu - Lekcja 1","Początkujący, Vinyasa, Spokojna praktyka, Ciało","40","Małgorzata Mostowska","Pierwsza lekcja jogi dla początkujących, skoncentrowana na delikatnych, łagodnych asanach.","2","Brak","https://www.youtube.com/watch?v=2DGVtQrGtV0"
"Joga na Wzdęcia - Szczęśliwy Brzuszek z Jogą","Trawienie, Relaks, Biodra, Łagodna","25","Małgorzata Mostowska","Sesja jogi na wzdęcia, która skupia się na delikatnych ćwiczeniach poprawiających trawienie i ogólne samopoczucie.","2","Brak","https://www.youtube.com/watch?v=Su_NMwXkv7c"
"Relaksacyjna Joga dla Kobiet  - Menstruacyjna","Relaks, Dla kobiet, Menstruacja, Łagodna","15","Małgorzata Mostowska","Łagodna sesja jogi, która ma na celu ukojenie napięć i uspokojenie umysłu, odpowiednia dla kobiet podczas menstruacji.","2","Brak","https://www.youtube.com/watch?v=RHCsBFM4m2U"
"Detoks Joga na Lepsze Trawienie","Detoks, Trawienie, Energia, Flow","20","Małgorzata Mostowska","Sesja jogi skoncentrowana na lepszym trawieniu z elementami Powitań Słońca i dynamicznych asan.","3","Brak","https://www.youtube.com/watch?v=460q8coyTfA"
"Spokojna Joga - Ćwiczenia na Nadgarstki","Nadgarstki, Spokojna, Wzmacniająca, Łagodna","14","Małgorzata Mostowska","Zestaw ćwiczeń jogi wzmacniających i rozciągających nadgarstki, możliwy do wykonania w różnych pozycjach.","2","Brak","https://www.youtube.com/watch?v=uq1OBDY2gao"
"Joga Rozciągająca - Rozciąganie po Treningu","Rozciąganie, Relaks, Po treningu, Łagodna","22","Małgorzata Mostowska","Sesja jogi rozciągającej stworzona z myślą o relaksie po treningu, odpowiednia dla początkujących i zaawansowanych.","2","Brak","https://www.youtube.com/watch?v=DOOxxfxr-gY"
"Joga Rozgrzewka przed Treningiem","Rozgrzewka, Przed treningiem, Dynamiczna, Łagodna","10","Małgorzata Mostowska","Krótka sesja rozgrzewkowa przed treningiem, dostosowana dla osób początkujących i bardziej zaawansowanych.","2","Brak","https://www.youtube.com/watch?v=kZvbQtBHTCA"
"Na Ratunek Plecom - Joga na Kręgosłup Szyjny","Kręgosłup, Łagodna, Relaks, Dla wszystkich","23","Małgorzata Mostowska","Sesja jogi koncentrująca się na łagodnym wzmocnieniu i rozluźnieniu kręgosłupa szyjnego.","2","Brak","https://www.youtube.com/watch?v=QCw3L7MhUJs"
"Joga Energetyczna - Jak Zrobić Mostek","Energia, Mostek, Dynamika, Flow","19","Małgorzata Mostowska","Dynamiczna sesja jogi skoncentrowana na wygięciach kręgosłupa oraz wzmocnieniu całego ciała.","3","Brak","https://www.youtube.com/watch?v=EvXTug0GyEE"
"Na Ratunek Plecom - Joga na Kręgosłup Lędźwiowy","Kręgosłup, Łagodna, Uelastycznienie, Dla wszystkich","11","Małgorzata Mostowska","Sesja jogi na kręgosłup lędźwiowy, łagodna praktyka pozwalająca na wzmocnienie pleców i poprawę postawy.","2","Brak","https://www.youtube.com/watch?v=8R2HTKI68WA"
"Joga Dynamiczna - Power Vinyasa Flow","Vinyasa, Energia, Wzmacnianie, Brzuch","21","Małgorzata Mostowska","Dynamiczna praktyka jogi, obejmująca asany, oddech i Powitania Słońca w stylu Flow. Umożliwia zyskanie energii oraz wzmocnienie całego ciała.","4","Brak","https://www.youtube.com/watch?v=I8JnzBQS3WY"
"Joga dla Początkujących","Vinyasa, Początkujący, Relaks, Ciało","16","Małgorzata Mostowska","Łagodna praktyka jogi idealna dla początkujących, która przygotowuje ciało do bardziej wymagających zajęć. Skupia się na podstawowych asanach.","2","Brak","https://www.youtube.com/watch?v=jO7u_OtvLLY"
